ID	LABEL	Parent	IAO:0000115	IAO:0000119	IAO:0000117	IAO:0000118	obo:T4FS_0000564	obo:T4FS_0000565	oboInOwl:created_by	oboInOwl:creation_date	rdfs:comment	owl:deprecated	obo:IAO_0000233
obo:TF4S_0000574	metadata creation	curation	Metadata creation concerns the creation of data that provides information about characteristics, aspects or context of other data entities such as a dataset or other digital or analog object.	AL 22.3.22, and see also FRBR User Tasks at: https://sites.google.com/site/metadatastandards/chapter-6/6-3-frbr-user-tasks.	https://orcid.org/0000-0002-7702-4495								
obo:T4FS_0000327	metadata dataset	'contributes to the implementation of' some 'F4. (meta)data are registered or indexed in a searchable resource'|metadata record	The set of metadata describing a specific dataset.	Definition from now-deprecated CASRAI Glossary term: metadata-dataset	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000160	metadata exposure	('competency gained through' some ('learning medium' and ('supports implementation of' some 'accessibility of digital assets')))|('competency gained through' some ('learning medium' and ('supports implementation of' some 'findability of digital assets')))|('competency gained through' some ('learning medium' and ('supports implementation of' some 'fair principle')))|('competency gained through' some ('learning medium' and ('supports implementation of' some 'interoperability of digital assets')))|('competency gained through' some ('learning medium' and ('supports implementation of' some 'reuse of digital assets')))|exposing data	Metadata exposure is the process of finding, identifying, selecting and acquiring/obtaining access to a metadata entity.	AL 22.3.22, and see also FRBR User Tasks at: https://sites.google.com/site/metadatastandards/chapter-6/6-3-frbr-user-tasks.	https://orcid.org/0000-0002-7702-4495|Nancy Hoebelheinrich						AL 22.3.22: Refactored from 'metadata creation and exposure'. Metadata creation has moved to the Curation hierarchy.		
obo:T4FS_0000517	metadata record	'contributes to the implementation of' some 'F4. (meta)data are registered or indexed in a searchable resource'|metadata catalogue	Set of metadata elements and their values that describe an object. Metadata elements in the record may derive from a metadata profile or standard, and may include different types of metadata (descriptive, administrative, etc.). A metadata record is typically stored within a metadata catalogue or repository.	RDMT. https://terms.codata.org/rdmt/metadata-record	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000300	metadata search via metadata providers	data discovery	To be able to identify and process metadata over the internet, sourced from a variety of metadata providers and schemata.	[PMQ]	https://orcid.org/0000-0003-2687-1982	Metadata processing|Metadata search							
obo:T4FS_0000159	minimal metadata	'contributes to the implementation of' some 'F2. data are described with rich metadata'|metadata	Description of a digital object with a limited number of fields including at least a name and persistent identifier.	RDMT. https://terms.codata.org/rdmt/minimal-metadata	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0002-5214-4466 								
obo:T4FS_0000467	national standard	'contributes to the implementation of' some 'I1. (meta)data use a formal, accessible, shared, and broadly applicable language for knowledge representation'|data stewardship technical concept	From an official perspective, a national standard is adopted by a national standards body (e.g., Standards Council of Canada, American National Standards Institute, British Standards Institution) and made available to the public. Practically speaking, however, a national standard is any standard that is widely used and recognized within a country. In this context, even government standards, such as those issued by the Occupational Safety and Health Administration (OSHA), can be considered national standards.	Definition from now-deprecated CASRAI Glossary term: national-standard	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000258	noisy data	data	Meaningless data, including any data that cannot be understood and interpreted correctly by machines such as unstructured text; any data that has been received, stored, or changed in such a manner that it cannot be read or used by the program that originally created it.	RDMT. https://terms.codata.org/rdmt/noisy-data	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000033	non identifiable data	data	Data that could not lead to the identification of a specific object of interest. These may be data that have been de-identified, or that could not lead to identifiable information in the first place.	Modified by AL on 6.5.22 from CASRAI. https://casrai.org/term/non-identifiable-data/	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982						AL 6.5.22: Modifed CASRAI definition to distinguish this term from 'non personally identifiable information.' Further work may determine whether or not both terms are required.		
obo:T4FS_0000244	non personally identifiable information	data stewardship technical concept	Data that could not lead to the identification of a specific individual, to distinguishing one person from another, or to personally identifiable information. These may be data that have been de-identified, or that could not lead to personally identifiable information in the first place.	Definition from now-deprecated CASRAI Glossary term: non-personally-identifiable-information	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000224	normalization	data stewardship technical concept	Organising data into tables so that the results of using the database are always unambiguous and as intended. Normalisation is typically a refinement process after the initial exercise of identifying the data objects that should be in the database, identifying their relationships, and defining the tables required and the columns within each table. First normal form (1NF) is the “basic” level of normalisation: Data and information are contained in two-dimensional tables with rows and columns. Each column corresponds to a sub-object or an attribute of the object represented by the entire table. Each row represents a unique instance of that sub-object or attribute and must be different in some way from any other row (that is, no duplicate rows are possible). All entries in any column must be of the same kind. For example, in the column labelled “Date,” only dates are permitted. In Second normal form (2NF), the tables are in first normal form and, in addition, each column in a table that is not a determiner of the contents of another column must itself be a function of the other columns in the table. At the second normal form, modifications are still possible because a change to one row in a table may affect data that refers to this information from another table. In Third normal form (3NF), the tables are in second normal form and, in addition, there is no transitive functional dependency. For example, if A is functionally dependent on B, and B is functionally dependent on C, then C is transitively dependent on A via B. In Domain/key normal form (DKNF), a key uniquely identifies each row in a table. A domain is the set of permissible values for an attribute. By enforcing key and domain restrictions, the database is assured of being freed from modification anomalies. DKNF is the normalisation level that most designers aim to achieve.	RDMT. https://terms.codata.org/rdmt/normalisation	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
